0, 256, 128, 375013.000000, 92671.000000, 11591.000000, 48339.000000, 127538.000000, 59671.000000, 35021.000000
0, 256, 256, 652993.000000, 249061.125000, 12456.000000, 87182.000000, 129864.000000, 87129.000000, 87128.000000
0, 256, 512, 1261973.000000, 629875.125000, 14817.000000, 161752.890625, 129052.000000, 112349.000000, 213957.843750
0, 256, 1024, 2284009.000000, 1242291.375000, 19409.000000, 310875.593750, 181339.875000, 112265.000000, 417671.156250
0, 512, 32, 589039.000000, 20298.000000, 10490.000000, 43084.000000, 466701.031250, 37395.000000, 10930.000000
0, 512, 64, 662718.000000, 34861.000000, 10837.000000, 74785.000000, 466420.906250, 59705.000000, 15924.000000
0, 512, 128, 855825.000000, 93283.000000, 13113.000000, 138386.031250, 465407.687500, 110222.000000, 35218.000000
0, 512, 256, 1544833.000000, 400088.406250, 15009.000000, 265792.906250, 461639.250000, 261754.765625, 140353.921875
0, 512, 512, 3600950.000000, 1550465.625000, 19854.000000, 520319.625000, 466930.125000, 520238.687500, 522949.312500
0, 512, 1024, 6304570.000000, 3079328.250000, 29088.000000, 1017266.500000, 628386.312500, 520447.562500, 1029881.625000
0, 1024, 32, 4102057.000000, 24264.000000, 15455.000000, 138525.859375, 3831525.000000, 74875.000000, 17246.000000
0, 1024, 64, 2889018.000000, 54372.000000, 12422.000000, 259807.296875, 2330349.000000, 209732.890625, 22154.000000
0, 1024, 128, 3384392.000000, 171876.125000, 14968.000000, 498549.000000, 2226744.750000, 409757.437500, 62317.000000
0, 1024, 256, 4536563.000000, 422249.218750, 20273.000000, 982738.125000, 2440333.500000, 526008.000000, 144786.937500
0, 1024, 512, 7298359.000000, 1553223.250000, 29303.000000, 1957030.375000, 2217177.250000, 1018735.375000, 522701.031250
0, 1024, 1024, 26207396.000000, 11711483.000000, 48659.000000, 3907724.500000, 2734338.750000, 3901145.750000, 3903859.500000
1, 32, 32, 90420.000000, 24345.000000, 8932.000000, 12348.000000, 20183.000000, 12279.000000, 12151.000000
1, 32, 64, 106735.000000, 33638.000000, 9106.000000, 13800.000000, 20135.000000, 14659.000000, 15226.000000
1, 32, 128, 123234.000000, 43882.000000, 9358.000000, 15359.000000, 20261.000000, 15568.000000, 18663.000000
1, 32, 256, 145575.015625, 57629.000000, 9265.000000, 19787.000000, 20161.000000, 15560.000000, 23016.000000
1, 32, 512, 192531.015625, 85722.000000, 9540.000000, 28374.000000, 20219.000000, 15913.000000, 32596.000000
1, 32, 1024, 282992.000000, 140285.031250, 10341.000000, 45307.000000, 20422.000000, 15888.000000, 50572.000000
1, 64, 32, 97044.000000, 24375.000000, 9318.000000, 14624.000000, 22531.000000, 13866.000000, 12155.000000
1, 64, 64, 110484.000000, 33042.000000, 9197.000000, 15312.000000, 22152.000000, 15660.000000, 14951.000000
1, 64, 128, 128520.000000, 43722.000000, 9417.000000, 17590.000000, 22484.000000, 16623.000000, 18495.000000
1, 64, 256, 151440.984375, 57431.000000, 10286.000000, 21582.000000, 22399.000000, 16563.000000, 23007.000000
1, 64, 512, 199594.000000, 85691.000000, 10989.000000, 30602.000000, 22420.000000, 16945.000000, 32774.000000
1, 64, 1024, 291510.031250, 140620.859375, 12158.000000, 48183.000000, 22534.000000, 17105.000000, 50737.000000
1, 128, 32, 114458.000000, 24000.000000, 9285.000000, 15322.000000, 37511.000000, 16066.000000, 12095.000000
1, 128, 64, 130072.000000, 33192.000000, 9775.000000, 16517.000000, 37655.000000, 17505.000000, 15257.000000
1, 128, 128, 147440.984375, 43669.000000, 10172.000000, 18683.000000, 37288.000000, 18865.000000, 18582.000000
1, 128, 256, 172680.000000, 58032.000000, 11064.000000, 23186.000000, 37893.000000, 18998.000000, 23351.000000
1, 128, 512, 219844.000000, 85643.000000, 12161.000000, 31978.000000, 37951.000000, 19236.000000, 32704.000000
1, 128, 1024, 313278.031250, 140637.890625, 14701.000000, 49841.000000, 37950.000000, 19288.000000, 50699.000000
1, 256, 32, 176787.015625, 25253.000000, 9495.000000, 15858.000000, 92666.000000, 20608.000000, 12730.000000
1, 256, 64, 194566.000000, 34411.000000, 10627.000000, 17066.000000, 94026.000000, 22489.000000, 15778.000000
1, 256, 128, 212383.015625, 44847.000000, 11640.000000, 19255.000000, 93759.000000, 23622.000000, 19085.000000
1, 256, 256, 237831.015625, 59236.000000, 12418.000000, 23643.000000, 94748.000000, 23843.000000, 23765.000000
1, 256, 512, 283135.000000, 86046.000000, 14896.000000, 32411.000000, 93032.000000, 23787.000000, 32795.000000
1, 256, 1024, 380852.000000, 141048.765625, 19353.000000, 50301.000000, 95297.000000, 23806.000000, 50892.000000
1, 512, 32, 404054.031250, 25269.000000, 10498.000000, 15938.000000, 309614.031250, 30225.000000, 12346.000000
1, 512, 64, 930251.000000, 35424.000000, 11800.000000, 17272.000000, 816651.875000, 32588.000000, 16330.000000
1, 512, 128, 805267.000000, 54972.000000, 15820.000000, 23391.000000, 646116.687500, 41560.000000, 23215.000000
1, 512, 256, 940327.000000, 74050.000000, 20098.000000, 29832.000000, 740073.875000, 45133.000000, 30933.000000
1, 512, 512, 965929.000000, 107608.000000, 27567.000000, 40272.000000, 703817.000000, 44038.000000, 42467.000000
1, 512, 1024, 1028184.000000, 164442.500000, 32864.000000, 59086.000000, 672373.562500, 39447.000000, 59803.000000
1, 1024, 32, 1211441.000000, 28256.000000, 12334.000000, 17710.000000, 1081869.250000, 57645.000000, 13466.000000
1, 1024, 64, 1232460.000000, 39875.000000, 13792.000000, 19350.000000, 1084598.000000, 56977.000000, 17700.000000
1, 1024, 128, 1275817.000000, 50724.000000, 16753.000000, 21717.000000, 1107198.750000, 57812.000000, 21418.000000
1, 1024, 256, 1297709.000000, 66044.000000, 22313.000000, 26543.000000, 1099032.250000, 57369.000000, 26211.000000
1, 1024, 512, 1368832.000000, 103880.000000, 34434.000000, 39545.000000, 1089838.625000, 61876.000000, 39077.000000
1, 1024, 1024, 1728557.000000, 173815.718750, 51108.000000, 58887.000000, 1324249.500000, 59667.000000, 60648.000000
